Acme Widgets Ltd
Ledger Report: Mar:2022/23 to Jan:2024/25

	1000: Main Bank Account				GST	TC	Debit	Credit	Balance
1	DI	2024-09-02	2041[11201]	Green's Garden Depot: Bronze Taper Widget Medium	25.24	G	0.00	168.26	211,305.05 CR
1	DI	2024-09-02	2041[11201]	Green's Garden Depot: Bronze Widget Bevelled Medium	22.60	G	0.00	150.65	211,455.70 CR
1	DI	2024-09-04	2042[10420]	Rose Tinted Optometrists: Bronze Taper Widget Medium	9.46	G	0.00	63.10	211,518.80 CR
1	DI	2024-09-04	2042[10420]	Rose Tinted Optometrists: Bronze Widget Bevelled Large	28.17	G	0.00	187.83	211,706.63 CR
1	DI	2024-09-04	2042[10420]	Rose Tinted Optometrists: Bronze Widget Bevelled Large	37.57	G	0.00	250.43	211,957.06 CR
1	CR	2024-09-06	193	Sales	456.37	G	0.00	3,042.45	214,999.51 CR
1	DI	2024-09-06	2043[213729]	Brown Suppliers: Chrome Widget Small	1.17	G	0.00	7.83	215,007.34 CR
1	DI	2024-09-06	2043[213729]	Brown Suppliers: Bronze Widget Medium	18.31	G	0.00	122.03	215,129.37 CR
1	DI	2024-09-06	2043[213729]	Brown Suppliers: Bronze Widget Bevelled Large	9.39	G	0.00	62.61	215,191.98 CR
1	DI	2024-09-07	2044[1068]	Summer Fashions: Bronze Taper Widget Small	5.28	G	0.00	35.22	215,227.20 CR
1	DI	2024-09-07	2044[1068]	Summer Fashions: Chrome Widget Medium	23.48	G	0.00	156.52	215,383.72 CR
1	DI	2024-09-07	2044[1068]	Summer Fashions: Bronze Taper Widget Small	1.76	G	0.00	11.74	215,395.46 CR
1	DI	2024-09-08	2045[211582]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	18.78	G	0.00	125.22	215,520.68 CR
1	DI	2024-09-08	2045[211582]	Spring Cleaners Ltd: Bronze Widget Medium	3.66	G	0.00	24.41	215,545.09 CR
1	DI	2024-09-08	2045[211582]	Spring Cleaners Ltd: Chrome Widget Small	3.52	G	0.00	23.48	215,568.57 CR
1	CR	2024-09-10	183	Sales	759.50	G	0.00	5,063.30	220,631.87 CR
1	DI	2024-09-11	2046[11210]	Green's Garden Depot: Chrome Widget Small	5.87	G	0.00	39.13	220,671.00 CR
1	DI	2024-09-11	2046[11210]	Green's Garden Depot: Bronze Widget Medium	18.31	G	0.00	122.03	220,793.03 CR
1	DI	2024-09-11	2046[11210]	Green's Garden Depot: Bronze Widget Medium	7.32	G	0.00	48.82	220,841.85 CR
1	DI	2024-09-12	2047[3469]	White Contractors: Bronze Widget Medium	25.63	G	0.00	170.85	221,012.70 CR
1	DI	2024-09-12	2047[3469]	White Contractors: Bronze Widget Bevelled Large	9.39	G	0.00	62.61	221,075.31 CR
1	DI	2024-09-12	2047[3469]	White Contractors: Chrome Widget Medium	2.35	G	0.00	15.65	221,090.96 CR
1	CR	2024-09-13	184	Sales	465.49	G	0.00	3,103.30	224,194.26 CR
1	DI	2024-09-14	2048[1130]	White Contractors: Chrome Taper Widget Extra-large	43.58	G	0.00	290.54	224,484.80 CR
1	DI	2024-09-14	2048[1130]	White Contractors: Bronze Widget Medium	3.66	G	0.00	24.41	224,509.21 CR
1	DI	2024-09-14	2048[1130]	White Contractors: Bronze Taper Widget Medium	3.16	G	0.00	21.03	224,530.24 CR
1	DI	2024-09-15	2049[1141]	Spring Cleaners Ltd: Bronze Widget Medium	14.65	G	0.00	97.63	224,627.87 CR
1	DI	2024-09-15	2049[1141]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	32.87	G	0.00	219.13	224,847.00 CR
1	DI	2024-09-15	2049[1141]	Spring Cleaners Ltd: Bronze Taper Widget Medium	12.62	G	0.00	84.13	224,931.13 CR
1	DI	2024-09-16	2052[1585]	The Winter Bakery: Chrome Widget Small	9.39	G	0.00	62.61	224,993.74 CR
1	DI	2024-09-16	2051[10434]	Rose Tinted Optometrists: Bronze Widget Bevelled Large	23.48	G	0.00	156.52	225,150.26 CR
1	DI	2024-09-16	2052[1585]	The Winter Bakery: Bronze Widget Bevelled Large	23.48	G	0.00	156.52	225,306.78 CR
1	DI	2024-09-16	2052[1585]	The Winter Bakery: Bronze Taper Widget Medium	12.62	G	0.00	84.13	225,390.91 CR
1	DI	2024-09-16	2051[10434]	Rose Tinted Optometrists: Chrome Widget Medium	18.78	G	0.00	125.22	225,516.13 CR
1	DI	2024-09-16	2050[1585]	The Winter Bakery: Chrome Widget Small	9.39	G	0.00	62.61	225,578.74 CR
1	DI	2024-09-16	2051[10434]	Rose Tinted Optometrists: Bronze Widget Medium	7.32	G	0.00	48.82	225,627.56 CR
1	DI	2024-09-16	2050[1585]	The Winter Bakery: Bronze Taper Widget Medium	12.62	G	0.00	84.13	225,711.69 CR
1	DI	2024-09-16	2050[1585]	The Winter Bakery: Bronze Widget Bevelled Large	23.48	G	0.00	156.52	225,868.21 CR
1	DI	2024-09-17	2053[213748]	Brown Suppliers: Chrome Widget Medium	21.13	G	0.00	140.87	226,009.08 CR
1	DI	2024-09-17	2053[213748]	Brown Suppliers: Chrome Bevelled Widget Large	11.01	G	0.00	73.37	226,082.45 CR
1	DI	2024-09-17	2053[213748]	Brown Suppliers: Bronze Widget Bevelled Large	9.39	G	0.00	62.61	226,145.06 CR
1	DI	2024-09-20	2054[3479]	White Contractors: Bronze Taper Widget Medium	3.16	G	0.00	21.03	226,166.09 CR
1	CR	2024-09-20	197	Sales	474.80	G	0.00	3,165.37	229,331.46 CR
1	DI	2024-09-20	2054[3479]	White Contractors: Bronze Taper Widget Small	14.09	G	0.00	93.91	229,425.37 CR
1	DI	2024-09-20	2054[3479]	White Contractors: Bronze Widget Bevelled Large	32.87	G	0.00	219.13	229,644.50 CR
1	DI	2024-09-23	2055[211656]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	4.70	G	0.00	31.30	229,675.80 CR
1	DI	2024-09-23	2055[211656]	Spring Cleaners Ltd: Bronze Taper Widget Small	7.04	G	0.00	46.96	229,722.76 CR
1	DI	2024-09-23	2055[211656]	Spring Cleaners Ltd: Chrome Bevelled Widget Large	88.04	G	0.00	586.96	230,309.72 CR
1	CR	2024-09-24	187	Sales	790.18	G	0.00	5,267.87	235,577.59 CR
1	DI	2024-09-25	2056[10458]	Rose Tinted Optometrists: Bronze Widget Bevelled Large	9.39	G	0.00	62.61	235,640.20 CR
1	DI	2024-09-25	2056[10458]	Rose Tinted Optometrists: Bronze Taper Widget Small	15.85	G	0.00	105.65	235,745.85 CR
1	DI	2024-09-25	2056[10458]	Rose Tinted Optometrists: Bronze Taper Widget Medium	12.62	G	0.00	84.13	235,829.98 CR
1	DI	2024-09-27	2057[3491]	White Contractors: Bronze Widget Medium	32.95	G	0.00	219.67	236,049.65 CR
1	DI	2024-09-27	2059[3491]	White Contractors: Bronze Widget Medium	32.95	G	0.00	219.67	236,269.32 CR
1	DI	2024-09-27	2059[3491]	White Contractors: Chrome Widget Medium	23.48	G	0.00	156.52	236,425.84 CR
1	DI	2024-09-27	2059[3491]	White Contractors: Bronze Taper Widget Small	1.76	G	0.00	11.74	236,437.58 CR
1	DI	2024-09-27	2058[213779]	Brown Suppliers: Bronze Taper Widget Medium	18.93	G	0.00	126.19	236,563.77 CR
1	DI	2024-09-27	2058[213779]	Brown Suppliers: Bronze Taper Widget Medium	9.46	G	0.00	63.10	236,626.87 CR
1	DI	2024-09-27	2058[213779]	Brown Suppliers: Chrome Taper Widget Extra-large	116.22	G	0.00	774.78	237,401.65 CR
1	DI	2024-09-27	2057[3491]	White Contractors: Chrome Widget Medium	23.48	G	0.00	156.52	237,558.17 CR
1	DI	2024-09-27	2057[3491]	White Contractors: Bronze Taper Widget Small	1.76	G	0.00	11.74	237,569.91 CR
1	CR	2024-09-27	199	Sales	484.30	G	0.00	3,228.67	240,798.58 CR
1	DI	2024-09-29	2060[11239]	Green's Garden Depot: Bronze Widget Bevelled Large	46.96	G	0.00	313.04	241,111.62 CR
1	DI	2024-09-29	2060[11239]	Green's Garden Depot: Bronze Widget Bevelled Large	18.78	G	0.00	125.22	241,236.84 CR
1	DI	2024-09-29	2060[11239]	Green's Garden Depot: Chrome Bevelled Widget Large	44.02	G	0.00	293.48	241,530.32 CR
1	DI	2024-09-30	2062[1139]	White Contractors: Chrome Widget Medium	14.09	G	0.00	93.91	241,624.23 CR
1	DI	2024-09-30	2061[1096]	Summer Fashions: Bronze Taper Widget Medium	28.39	G	0.00	189.30	241,813.53 CR
1	DI	2024-09-30	2062[1139]	White Contractors: Bronze Widget Bevelled Large	42.26	G	0.00	281.74	242,095.27 CR
1	DI	2024-09-30	2062[1139]	White Contractors: Bronze Widget Medium	32.95	G	0.00	219.67	242,314.94 CR
1	DI	2024-09-30	2061[1096]	Summer Fashions: Bronze Widget Medium	32.95	G	0.00	219.67	242,534.61 CR
1	CR	2024-09-30	200	Sales	805.98	G	0.00	5,373.23	247,907.84 CR
1	DI	2024-09-30	2061[1096]	Summer Fashions: Bronze Widget Bevelled Medium	3.23	G	0.00	21.52	247,929.36 CR
1	DI	2024-10-03	2063[10477]	Rose Tinted Optometrists: Bronze Widget Medium	29.29	G	0.00	195.26	248,124.62 CR
1	DI	2024-10-03	2063[10477]	Rose Tinted Optometrists: Chrome Widget Medium	2.35	G	0.00	15.65	248,140.27 CR
1	DI	2024-10-03	2063[10477]	Rose Tinted Optometrists: Bronze Taper Widget Small	14.09	G	0.00	93.91	248,234.18 CR
1	CR	2024-10-03	201	Sales	493.99	G	0.00	3,293.24	251,527.42 CR
1	DI	2024-10-04	2064[213811]	Brown Suppliers: Chrome Widget Medium	11.74	G	0.00	78.26	251,605.68 CR
1	DI	2024-10-04	2064[213811]	Brown Suppliers: Bronze Widget Medium	10.98	G	0.00	73.23	251,678.91 CR
1	DI	2024-10-04	2064[213811]	Brown Suppliers: Bronze Widget Medium	36.61	G	0.00	244.08	251,922.99 CR
1	DI	2024-10-07	2066[1612]	The Winter Bakery: Bronze Taper Widget Small	17.61	G	0.00	117.39	252,040.38 CR
1	DI	2024-10-07	2066[1612]	The Winter Bakery: Chrome Widget Medium	14.09	G	0.00	93.91	252,134.29 CR
1	DI	2024-10-07	2066[1612]	The Winter Bakery: Chrome Bevelled Widget Large	77.04	G	0.00	513.58	252,647.87 CR
1	CR	2024-10-07	202	Sales	822.10	G	0.00	5,480.69	258,128.56 CR
1	DI	2024-10-07	2065[211732]	Spring Cleaners Ltd: Chrome Taper Widget Extra-large	58.11	G	0.00	387.39	258,515.95 CR
1	DI	2024-10-07	2065[211732]	Spring Cleaners Ltd: Bronze Taper Widget Medium	22.08	G	0.00	147.23	258,663.18 CR
1	DI	2024-10-07	2065[211732]	Spring Cleaners Ltd: Chrome Widget Small	3.52	G	0.00	23.48	258,686.66 CR
1	DI	2024-10-10	2068[213840]	Brown Suppliers: Bronze Widget Bevelled Large	46.96	G	0.00	313.04	258,999.70 CR
1	DI	2024-10-10	2067[1149]	White Contractors: Bronze Widget Bevelled Large	18.78	G	0.00	125.22	259,124.92 CR
1	DI	2024-10-10	2067[1149]	White Contractors: Bronze Taper Widget Medium	28.39	G	0.00	189.30	259,314.22 CR
1	DI	2024-10-10	2067[1149]	White Contractors: Bronze Widget Bevelled Large	18.78	G	0.00	125.22	259,439.44 CR
1	DI	2024-10-10	2068[213840]	Brown Suppliers: Bronze Taper Widget Medium	18.93	G	0.00	126.19	259,565.63 CR
1	DI	2024-10-10	2068[213840]	Brown Suppliers: Bronze Widget Bevelled Large	14.09	G	0.00	93.91	259,659.54 CR
1	DI	2024-10-13	2069[3501]	White Contractors: Bronze Widget Bevelled Medium	29.05	G	0.00	193.70	259,853.24 CR
1	DI	2024-10-13	2069[3501]	White Contractors: Bronze Widget Bevelled Large	42.26	G	0.00	281.74	260,134.98 CR
1	DI	2024-10-13	2069[3501]	White Contractors: Bronze Taper Widget Medium	22.08	G	0.00	147.23	260,282.21 CR
1	DI	2024-10-14	2070[1169]	Spring Cleaners Ltd: Chrome Widget Medium	16.43	G	0.00	109.57	260,391.78 CR
1	CR	2024-10-14	204	Sales	838.55	G	0.00	5,590.30	265,982.08 CR
1	DI	2024-10-14	2070[1169]	Spring Cleaners Ltd: Bronze Widget Medium	21.97	G	0.00	146.44	266,128.52 CR
1	DI	2024-10-14	2070[1169]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	23.48	G	0.00	156.52	266,285.04 CR
1	DI	2024-10-15	2071[211795]	Spring Cleaners Ltd: Chrome Widget Medium	9.39	G	0.00	62.61	266,347.65 CR
1	DI	2024-10-15	2071[211795]	Spring Cleaners Ltd: Chrome Bevelled Widget Large	110.05	G	0.00	733.70	267,081.35 CR
1	DI	2024-10-15	2071[211795]	Spring Cleaners Ltd: Bronze Widget Medium	18.31	G	0.00	122.03	267,203.38 CR
1	DI	2024-10-17	2073[213853]	Brown Suppliers: Bronze Taper Widget Small	14.09	G	0.00	93.91	267,297.29 CR
1	DI	2024-10-17	2072[1160]	White Contractors: Bronze Widget Medium	32.95	G	0.00	219.67	267,516.96 CR
1	DI	2024-10-17	2072[1160]	White Contractors: Chrome Widget Medium	7.04	G	0.00	46.96	267,563.92 CR
1	DI	2024-10-17	2072[1160]	White Contractors: Bronze Taper Widget Small	7.04	G	0.00	46.96	267,610.88 CR
1	DI	2024-10-17	2073[213853]	Brown Suppliers: Bronze Widget Medium	21.97	G	0.00	146.44	267,757.32 CR
1	DI	2024-10-17	2073[213853]	Brown Suppliers: Chrome Widget Medium	2.35	G	0.00	15.65	267,772.97 CR
1	DI	2024-10-17	2074[11258]	Green's Garden Depot: Chrome Taper Widget Extra-large	87.16	G	0.00	581.09	268,354.06 CR
1	DI	2024-10-17	2074[11258]	Green's Garden Depot: Bronze Taper Widget Medium	15.77	G	0.00	105.17	268,459.23 CR
1	DI	2024-10-17	2074[11258]	Green's Garden Depot: Bronze Taper Widget Small	3.52	G	0.00	23.48	268,482.71 CR
1	DI	2024-10-19	2075[10495]	Rose Tinted Optometrists: Bronze Widget Bevelled Medium	12.91	G	0.00	86.09	268,568.80 CR
1	DI	2024-10-19	2075[10495]	Rose Tinted Optometrists: Bronze Taper Widget Medium	28.39	G	0.00	189.30	268,758.10 CR
1	DI	2024-10-19	2075[10495]	Rose Tinted Optometrists: Bronze Widget Bevelled Large	46.96	G	0.00	313.04	269,071.14 CR
1	DI	2024-10-21	2077[213872]	Brown Suppliers: Bronze Widget Bevelled Large	14.09	G	0.00	93.91	269,165.05 CR
1	DI	2024-10-21	2077[213872]	Brown Suppliers: Bronze Taper Widget Medium	6.31	G	0.00	42.07	269,207.12 CR
1	DI	2024-10-21	2077[213872]	Brown Suppliers: Bronze Widget Medium	3.66	G	0.00	24.41	269,231.53 CR
1	CR	2024-10-21	206	Sales	855.32	G	0.00	5,702.10	274,933.63 CR
1	DI	2024-10-21	2076[211871]	Spring Cleaners Ltd: Chrome Taper Widget Extra-large	43.58	G	0.00	290.54	275,224.17 CR
1	DI	2024-10-21	2076[211871]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	42.26	G	0.00	281.74	275,505.91 CR
1	DI	2024-10-21	2076[211871]	Spring Cleaners Ltd: Bronze Taper Widget Medium	28.39	G	0.00	189.30	275,695.21 CR
1	CR	2024-10-24	207	Sales	524.22	G	0.00	3,494.83	279,190.04 CR
1	DI	2024-10-24	2078[3511]	White Contractors: Chrome Widget Small	1.17	G	0.00	7.83	279,197.87 CR
1	DI	2024-10-24	2078[3511]	White Contractors: Bronze Widget Bevelled Large	18.78	G	0.00	125.22	279,323.09 CR
1	DI	2024-10-24	2078[3511]	White Contractors: Bronze Widget Medium	18.31	G	0.00	122.03	279,445.12 CR
1	DI	2024-10-25	2079[1126]	Summer Fashions: Bronze Widget Medium	32.95	G	0.00	219.67	279,664.79 CR
1	DI	2024-10-25	2079[1126]	Summer Fashions: Bronze Widget Bevelled Large	37.57	G	0.00	250.43	279,915.22 CR
1	DI	2024-10-25	2079[1126]	Summer Fashions: Chrome Widget Small	2.35	G	0.00	15.65	279,930.87 CR
1	DI	2024-10-27	2080[211936]	Spring Cleaners Ltd: Bronze Widget Medium	21.97	G	0.00	146.44	280,077.31 CR
1	DI	2024-10-27	2080[211936]	Spring Cleaners Ltd: Chrome Widget Medium	4.70	G	0.00	31.30	280,108.61 CR
1	DI	2024-10-27	2080[211936]	Spring Cleaners Ltd: Chrome Widget Medium	23.48	G	0.00	156.52	280,265.13 CR
1	CR	2024-11-01	209	Sales	764.10	G	0.00	5,094.00	285,359.13 CR
1	DI	2024-11-01	2081[11071]	Green's Garden Depot: Chrome Widget Medium	21.13	G	0.00	140.87	285,500.00 CR
1	DI	2024-11-01	2081[11071]	Green's Garden Depot: Chrome Taper Widget Extra-large	72.64	G	0.00	484.24	285,984.24 CR
1	DI	2024-11-01	2081[11071]	Green's Garden Depot: Bronze Widget Medium	36.61	G	0.00	244.08	286,228.32 CR
1	DI	2024-11-02	2082[213484]	Brown Suppliers: Chrome Widget Small	9.39	G	0.00	62.61	286,290.93 CR
1	DI	2024-11-02	2082[213484]	Brown Suppliers: Bronze Taper Widget Small	10.57	G	0.00	70.43	286,361.36 CR
1	DI	2024-11-02	2082[213484]	Brown Suppliers: Bronze Widget Medium	10.98	G	0.00	73.23	286,434.59 CR
1	DI	2024-11-04	2083[1087]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	32.87	G	0.00	219.13	286,653.72 CR
1	CR	2024-11-04	210	Sales	672.22	G	0.00	4,481.50	291,135.22 CR
1	DI	2024-11-04	2083[1087]	Spring Cleaners Ltd: Chrome Bevelled Widget Large	22.01	G	0.00	146.74	291,281.96 CR
1	DI	2024-11-04	2083[1087]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	37.57	G	0.00	250.43	291,532.39 CR
1	DI	2024-11-05	2084[1525]	The Winter Bakery: Bronze Widget Medium	32.95	G	0.00	219.67	291,752.06 CR
1	DI	2024-11-05	2084[1525]	The Winter Bakery: Bronze Widget Medium	18.31	G	0.00	122.03	291,874.09 CR
1	DI	2024-11-05	2084[1525]	The Winter Bakery: Chrome Widget Medium	7.04	G	0.00	46.96	291,921.05 CR
1	DI	2024-11-08	2085[10287]	Rose Tinted Optometrists: Bronze Taper Widget Small	8.80	G	0.00	58.70	291,979.75 CR
1	CR	2024-11-08	211	Sales	916.92	G	0.00	6,112.80	298,092.55 CR
1	DI	2024-11-08	2085[10287]	Rose Tinted Optometrists: Chrome Taper Widget Extra-large	87.16	G	0.00	581.09	298,673.64 CR
1	DI	2024-11-08	2085[10287]	Rose Tinted Optometrists: Chrome Widget Medium	21.13	G	0.00	140.87	298,814.51 CR
1	DI	2024-11-09	2086[211223]	Spring Cleaners Ltd: Bronze Widget Medium	36.61	G	0.00	244.08	299,058.59 CR
1	DI	2024-11-09	2086[211223]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	46.96	G	0.00	313.04	299,371.63 CR
1	DI	2024-11-09	2086[211223]	Spring Cleaners Ltd: Bronze Taper Widget Medium	3.16	G	0.00	21.03	299,392.66 CR
1	DI	2024-11-11	2087[11101]	Green's Garden Depot: Bronze Taper Widget Medium	6.31	G	0.00	42.07	299,434.73 CR
1	DI	2024-11-11	2088[213511]	Brown Suppliers: Chrome Bevelled Widget Large	88.04	G	0.00	586.96	300,021.69 CR
1	DI	2024-11-11	2088[213511]	Brown Suppliers: Bronze Widget Bevelled Large	28.17	G	0.00	187.83	300,209.52 CR
1	DI	2024-11-11	2088[213511]	Brown Suppliers: Bronze Widget Medium	18.31	G	0.00	122.03	300,331.55 CR
1	DI	2024-11-11	2087[11101]	Green's Garden Depot: Bronze Widget Bevelled Large	37.57	G	0.00	250.43	300,581.98 CR
1	DI	2024-11-11	2087[11101]	Green's Garden Depot: Chrome Widget Medium	7.04	G	0.00	46.96	300,628.94 CR
1	DI	2024-11-13	2089[1079]	White Contractors: Bronze Widget Bevelled Large	32.87	G	0.00	219.13	300,848.07 CR
1	DI	2024-11-13	2089[1079]	White Contractors: Chrome Widget Medium	21.13	G	0.00	140.87	300,988.94 CR
1	DI	2024-11-13	2089[1079]	White Contractors: Bronze Taper Widget Medium	9.46	G	0.00	63.10	301,052.04 CR
1	DI	2024-11-14	2090[3422]	White Contractors: Chrome Bevelled Widget Large	33.02	G	0.00	220.10	301,272.14 CR
1	DI	2024-11-14	2090[3422]	White Contractors: Bronze Widget Bevelled Large	42.26	G	0.00	281.74	301,553.88 CR
1	DI	2024-11-14	2090[3422]	White Contractors: Bronze Widget Bevelled Large	23.48	G	0.00	156.52	301,710.40 CR
1	CR	2024-11-15	213	Sales	1,228.67	G	0.00	8,191.16	309,901.56 CR
1	DI	2024-11-17	2091[1037]	Summer Fashions: Bronze Taper Widget Medium	22.08	G	0.00	147.23	310,048.79 CR
1	DI	2024-11-17	2091[1037]	Summer Fashions: Bronze Widget Medium	36.61	G	0.00	244.08	310,292.87 CR
1	DI	2024-11-17	2091[1037]	Summer Fashions: Chrome Widget Medium	7.04	G	0.00	46.96	310,339.83 CR
1	CR	2024-11-18	214	Sales	591.56	G	0.00	3,943.71	314,283.54 CR
1	DI	2024-11-19	2092[10310]	Rose Tinted Optometrists: Chrome Widget Medium	18.78	G	0.00	125.22	314,408.76 CR
1	DI	2024-11-19	2092[10310]	Rose Tinted Optometrists: Bronze Widget Bevelled Medium	6.46	G	0.00	43.04	314,451.80 CR
1	DI	2024-11-19	2092[10310]	Rose Tinted Optometrists: Bronze Taper Widget Medium	18.93	G	0.00	126.19	314,577.99 CR
1	DI	2024-11-20	2095[11118]	Green's Garden Depot: Bronze Widget Medium	18.31	G	0.00	122.03	314,700.02 CR
1	DI	2024-11-20	2094[211301]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	28.17	G	0.00	187.83	314,887.85 CR
1	DI	2024-11-20	2094[211301]	Spring Cleaners Ltd: Chrome Widget Medium	2.35	G	0.00	15.65	314,903.50 CR
1	DI	2024-11-20	2094[211301]	Spring Cleaners Ltd: Bronze Widget Medium	10.98	G	0.00	73.23	314,976.73 CR
1	DI	2024-11-20	2093[213544]	Brown Suppliers: Bronze Widget Bevelled Large	14.09	G	0.00	93.91	315,070.64 CR
1	DI	2024-11-20	2093[213544]	Brown Suppliers: Bronze Taper Widget Medium	15.77	G	0.00	105.17	315,175.81 CR
1	DI	2024-11-20	2093[213544]	Brown Suppliers: Chrome Taper Widget Extra-large	101.69	G	0.00	677.93	315,853.74 CR
1	DI	2024-11-20	2095[11118]	Green's Garden Depot: Bronze Taper Widget Small	12.33	G	0.00	82.17	315,935.91 CR
1	DI	2024-11-20	2095[11118]	Green's Garden Depot: Bronze Taper Widget Medium	9.46	G	0.00	63.10	315,999.01 CR
1	DI	2024-11-24	2096[213573]	Brown Suppliers: Chrome Widget Medium	18.78	G	0.00	125.22	316,124.23 CR
1	DI	2024-11-24	2096[213573]	Brown Suppliers: Bronze Widget Bevelled Large	42.26	G	0.00	281.74	316,405.97 CR
1	DI	2024-11-24	2096[213573]	Brown Suppliers: Bronze Widget Medium	18.31	G	0.00	122.03	316,528.00 CR
1	DI	2024-11-25	2097[3433]	White Contractors: Chrome Taper Widget Extra-large	101.69	G	0.00	677.93	317,205.93 CR
1	DI	2024-11-25	2097[3433]	White Contractors: Bronze Taper Widget Medium	25.24	G	0.00	168.26	317,374.19 CR
1	DI	2024-11-25	2097[3433]	White Contractors: Chrome Widget Medium	4.70	G	0.00	31.30	317,405.49 CR
1	DI	2024-11-25	2098[211370]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	37.57	G	0.00	250.43	317,655.92 CR
1	DI	2024-11-25	2098[211370]	Spring Cleaners Ltd: Bronze Taper Widget Medium	3.16	G	0.00	21.03	317,676.95 CR
1	DI	2024-11-25	2098[211370]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	9.39	G	0.00	62.61	317,739.56 CR
1	DI	2024-11-25	2099[1089]	White Contractors: Bronze Taper Widget Small	8.80	G	0.00	58.70	317,798.26 CR
1	DI	2024-11-25	2099[1089]	White Contractors: Chrome Widget Medium	4.70	G	0.00	31.30	317,829.56 CR
1	DI	2024-11-25	2099[1089]	White Contractors: Bronze Taper Widget Medium	9.46	G	0.00	63.10	317,892.66 CR
1	CR	2024-11-25	216	Sales	532.40	G	0.00	3,549.35	321,442.01 CR
1	DI	2024-11-28	2100[1067]	White Contractors: Bronze Widget Bevelled Large	4.70	G	0.00	31.30	321,473.31 CR
1	DI	2024-11-28	2100[1067]	White Contractors: Chrome Widget Medium	16.43	G	0.00	109.57	321,582.88 CR
1	DI	2024-11-28	2100[1067]	White Contractors: Bronze Widget Medium	10.98	G	0.00	73.23	321,656.11 CR
1	DI	2024-11-30	2130[10277]	Rose Tinted Optometrists: Bronze Widget Bevelled Large	(14.09)	G	0.00	(93.91)	321,562.20 CR
1	DI	2024-11-30	2130[10277]	Rose Tinted Optometrists: Bronze Taper Widget Medium	(22.08)	G	0.00	(147.23)	321,414.97 CR
1	DI	2024-11-30	2101[10277]	Rose Tinted Optometrists: Bronze Taper Widget Medium	12.62	G	0.00	84.13	321,499.10 CR
1	DI	2024-11-30	2101[10277]	Rose Tinted Optometrists: Chrome Bevelled Widget Large	110.05	G	0.00	733.70	322,232.80 CR
1	DI	2024-11-30	2101[10277]	Rose Tinted Optometrists: Bronze Widget Bevelled Large	14.09	G	0.00	93.91	322,326.71 CR
1	DI	2024-11-30	2130[10277]	Rose Tinted Optometrists: Chrome Bevelled Widget Large	(110.05)	G	0.00	(733.70)	321,593.01 CR
1	DI	2024-12-01	2102[11071]	Green's Garden Depot: Chrome Widget Medium	21.13	G	0.00	140.87	321,733.88 CR
1	DI	2024-12-01	2102[11071]	Green's Garden Depot: Chrome Taper Widget Extra-large	72.64	G	0.00	484.24	322,218.12 CR
1	DI	2024-12-01	2102[11071]	Green's Garden Depot: Bronze Widget Medium	36.61	G	0.00	244.08	322,462.20 CR
1	CR	2024-12-01	224	Sales	764.10	G	0.00	5,094.00	327,556.20 CR
1	DI	2024-12-02	2103[213484]	Brown Suppliers: Bronze Widget Medium	10.98	G	0.00	73.23	327,629.43 CR
1	DI	2024-12-02	2103[213484]	Brown Suppliers: Chrome Widget Small	9.39	G	0.00	62.61	327,692.04 CR
1	DI	2024-12-02	2103[213484]	Brown Suppliers: Bronze Taper Widget Small	10.57	G	0.00	70.43	327,762.47 CR
1	DI	2024-12-04	2104[1087]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	32.87	G	0.00	219.13	327,981.60 CR
1	CR	2024-12-04	223	Sales	672.22	G	0.00	4,481.50	332,463.10 CR
1	DI	2024-12-04	2104[1087]	Spring Cleaners Ltd: Chrome Bevelled Widget Large	22.01	G	0.00	146.74	332,609.84 CR
1	DI	2024-12-04	2104[1087]	Spring Cleaners Ltd: Bronze Widget Bevelled Large	37.57	G	0.00	250.43	332,860.27 CR
1	DI	2024-12-05	2106[1525]	The Winter Bakery: Bronze Widget Medium	32.95	G	0.00	219.67	333,079.94 CR
1	DI	2024-12-05	2105[1525]	The Winter Bakery: Bronze Widget Medium	18.31	G	0.00	122.03	333,201.97 CR
1	DI	2024-12-05	2105[1525]	The Winter Bakery: Bronze Widget Medium	32.95	G	0.00	219.67	333,421.64 CR
1	DI	2024-12-05	2105[1525]	The Winter Bakery: Chrome Widget Medium	7.04	G	0.00	46.96	333,468.60 CR
1	DI	2024-12-05	2106[1525]	The Winter Bakery: Bronze Widget Medium	25.63	G	0.00	170.85	333,639.45 CR
1	DI	2024-12-05	2106[1525]	The Winter Bakery: Chrome Widget Medium	7.04	G	0.00	46.96	333,686.41 CR
1	DI	2024-12-08	2107[10287]	Rose Tinted Optometrists: Bronze Taper Widget Small	8.80	G	0.00	58.70	333,745.11 CR
